hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr7:8481475-8481975	chr7:8441845-8442345	10.1	4.4	28.4	6.7	3.4	39.1	10.1	5.6	2.6	2.0	13.4	13.9	3.3	23.4	2.0	39.1	11.0	11.1	1.0	N
chr7:11012927-11013427	chr7:10973300-10973800	7.6	30.3	10.8	17.5	7.3	20.0	14.3	22.0	21.6	5.6	19.3	17.2	17.3	0.1	5.6	30.3	16.2	7.0	0.4	N
chr7:12443664-12444164	chr7:12404038-12404538	14.6	20.7	5.8	19.0	10.6	16.5	16.1	20.0	14.2	33.8	8.3	16.7	10.0	2.7	5.8	33.8	15.9	7.1	0.4	N
chr7:12610666-12611166	chr7:12571040-12571541	15.5	17.3	8.4	17.3	22.8	14.0	44.9	32.7	19.8	14.9	23.3	21.3	12.0	66.5	8.4	44.9	20.3	9.6	0.5	Y
chr7:16461279-16461779	chr7:16421654-16422154	26.6	49.7	16.6	30.9	22.0	37.4	31.6	33.1	30.5	29.7	61.5	56.3	45.7	3.3	16.6	61.5	36.3	13.3	0.4	N
chr7:16890769-16891269	chr7:16851145-16851645	70.2	71.3	87.4	75.7	82.4	70.1	80.6	51.2	71.5	54.0	41.5	31.2	45.9	90.3	31.2	87.4	64.1	17.5	0.3	N
chr7:18126915-18127415	chr7:18087292-18087792	17.0	31.9	14.2	23.7	15.0	19.7	15.9	35.0	10.3	5.0	57.9	62.0	51.2	11.2	5.0	62.0	27.6	18.7	0.7	N
chr7:19184222-19184722	chr7:19144599-19145099	4.2	3.1	23.4	5.2	2.9	34.4	12.7	2.5	2.4	13.6	6.6	18.8	4.6	26.3	2.4	34.4	10.3	9.9	1.0	N
chr7:20818240-20818740	chr7:20778620-20779120	25.1	22.4	39.7	31.7	22.5	23.5	26.2	16.6	18.2	36.6	22.7	25.5	18.5	33.3	16.6	39.7	25.3	6.9	0.3	N
chr7:21583444-21583944	chr7:21543826-21544326	23.4	17.0	10.1	16.4	23.7	35.8	19.5	20.5	20.1	15.6	18.5	29.9	13.1	16.0	10.1	35.8	20.3	6.9	0.3	N
chr7:23287222-23287722	chr7:23247603-23248103	11.9	8.6	12.5	6.3	27.3	16.9	4.5	5.1	3.3	22.3	7.5	15.4	1.8	17.9	1.8	27.3	11.0	7.7	0.7	N
chr7:23507185-23507685	chr7:23467566-23468066	32.3	22.9	18.6	15.4	30.9	16.5	22.7	7.4	8.5	58.4	16.4	10.0	3.6	2.9	3.6	58.4	20.3	14.3	0.7	N
chr7:23529935-23530435	chr7:23490316-23490816	49.9	42.1	46.8	56.7	42.2	25.2	41.8	36.0	44.3	32.2	21.6	48.2	28.3	41.4	21.6	56.7	39.6	10.4	0.3	N
chr7:23571758-23572258	chr7:23532139-23532639	35.6	48.3	34.4	45.7	42.9	46.0	37.0	46.9	40.2	20.4	40.5	4.5	38.0	17.3	4.5	48.3	37.0	12.2	0.3	N
chr7:25020500-25021000	chr7:24980881-24981381	15.3	10.7	5.5	9.4	30.3	21.9	6.1	9.6	16.6	6.2	8.8	5.1	5.7	2.5	5.1	30.3	11.6	7.6	0.7	N
chr7:25892457-25892957	chr7:25852837-25853337	18.3	40.1	60.5	22.0	14.9	43.0	24.3	27.1	29.2	54.2	6.2	8.6	3.9	32.8	3.9	60.5	27.1	17.9	0.7	N
chr7:26192795-26193295	chr7:26153175-26153675	23.9	35.7	5.6	23.4	73.1	30.5	47.7	34.6	18.8	39.6	15.9	7.9	1.9	5.5	1.9	73.1	27.6	19.4	0.7	N
chr7:26416747-26417247	chr7:26377127-26377627	26.1	10.5	6.2	15.2	15.9	17.2	30.5	20.6	18.9	6.9	14.8	7.4	6.2	9.5	6.2	30.5	15.1	7.7	0.5	N
chr7:27127501-27128001	chr7:27087882-27088382	24.4	27.5	83.9	42.2	21.3	43.2	56.2	30.5	14.5	13.3	22.2	15.2	16.9	36.7	13.3	83.9	31.6	20.3	0.6	N
chr7:27138598-27139098	chr7:27098979-27099479	31.5	20.9	12.1	14.9	9.2	20.9	19.1	21.4	11.7	22.3	66.8	27.4	22.7	50.3	9.2	66.8	23.1	14.6	0.6	N
chr7:27148182-27148682	chr7:27108563-27109063	40.4	40.6	24.7	54.8	27.4	40.7	24.2	57.1	17.3	25.1	91.7	99.2	93.3	10.1	17.3	99.2	49.0	28.7	0.6	N
chr7:27163088-27163588	chr7:27123469-27123969	49.4	44.3	19.6	62.5	31.4	82.2	55.5	66.4	30.3	11.7	89.8	96.3	89.8	54.2	11.7	96.3	56.1	28.1	0.5	N
chr7:27198063-27198563	chr7:27158444-27158944	24.8	50.0	11.8	33.8	19.3	73.5	51.9	43.3	10.0	25.8	15.0	9.7	5.9	66.4	5.9	73.5	28.8	20.5	0.7	N
chr7:27231768-27232268	chr7:27192149-27192649	10.9	7.4	3.9	4.6	8.9	24.7	7.1	7.4	6.5	10.2	10.0	10.7	2.2	15.1	2.2	24.7	8.8	5.5	0.6	N
chr7:27237691-27238191	chr7:27198072-27198572	28.7	11.8	3.6	8.6	13.7	17.0	14.2	16.9	10.1	17.9	17.0	18.1	6.8	13.1	3.6	28.7	14.2	6.4	0.4	N
chr7:27260102-27260602	chr7:27220483-27220983	29.3	16.0	68.0	10.2	31.1	47.6	17.7	28.5	19.3	26.5	11.7	10.7	3.9	35.1	3.9	68.0	24.7	17.4	0.7	N
chr7:27264659-27265159	chr7:27225040-27225540	24.0	12.8	37.1	9.0	12.0	20.6	17.3	13.0	10.8	17.1	14.4	13.1	9.3	29.5	9.0	37.1	16.2	7.6	0.5	N
chr7:27284556-27285056	chr7:27244937-27245437	20.1	10.8	54.8	5.8	13.0	47.6	12.0	11.9	5.8	7.5	9.2	14.9	7.0	56.9	5.8	54.8	16.9	15.8	0.9	N
chr7:27291620-27292120	chr7:27252001-27252501	16.5	11.3	24.2	6.1	11.1	28.8	10.9	11.6	11.9	14.0	7.3	12.8	4.1	45.7	4.1	28.8	13.1	6.8	0.5	Y
chr7:28218436-28218936	chr7:28178817-28179317	12.0	17.8	13.9	22.9	9.0	11.1	19.1	17.8	13.7	5.4	33.4	15.9	11.0	11.2	5.4	33.4	15.6	7.1	0.5	N
chr7:28998306-28998806	chr7:28958690-28959190	67.3	21.1	39.3	24.9	57.0	41.7	12.9	24.2	29.3	12.0	36.8	35.9	40.7	24.8	12.0	67.3	34.1	16.0	0.5	N
chr7:29233205-29233705	chr7:29193589-29194089	24.2	64.8	26.7	48.5	28.0	48.1	43.3	69.2	59.3	29.0	75.6	88.5	62.7	17.7	24.2	88.5	51.4	20.7	0.4	N
chr7:29606110-29606610	chr7:29566494-29566994	15.3	16.5	6.3	10.1	76.7	50.4	22.8	45.5	20.2	4.1	19.0	9.6	9.3	53.3	4.1	76.7	23.5	21.3	0.9	N
chr7:29923883-29924383	chr7:29884267-29884767	52.3	29.9	33.6	29.4	40.4	52.3	20.7	41.3	57.8	50.6	47.1	43.0	11.8	53.1	11.8	57.8	39.3	13.6	0.3	N
chr7:30028019-30028519	chr7:29988403-29988903	48.9	32.5	61.2	44.0	24.4	18.1	29.5	30.0	50.1	4.2	35.5	2.4	0.0	59.0	0.0	61.2	29.3	19.3	0.7	N
chr7:30175731-30176231	chr7:30136115-30136615	45.4	13.8	10.4	20.9	31.6	13.5	12.1	13.3	24.0	5.2	41.6	17.6	3.1	67.3	3.1	45.4	19.4	13.1	0.7	Y
chr7:32801485-32801985	chr7:32761873-32762373	63.6	43.6	84.1	35.1	79.6	43.5	39.5	26.4	74.0	18.2	8.7	3.8	1.1	73.6	1.1	84.1	40.1	28.5	0.7	N
chr7:35298486-35298986	chr7:35258875-35259375	31.8	13.7	13.7	7.3	8.1	18.6	14.6	17.7	36.7	16.6	10.0	18.0	8.6	55.9	7.3	36.7	16.6	8.8	0.5	Y
chr7:35494214-35494714	chr7:35454604-35455104	20.9	18.9	37.3	9.6	8.2	15.0	13.4	6.2	40.9	12.2	14.3	26.1	10.2	36.4	6.2	40.9	17.9	10.9	0.6	N
chr7:36011012-36011512	chr7:35971402-35971902	20.6	29.2	29.3	25.1	23.9	37.1	47.8	41.0	34.6	47.0	28.2	22.9	10.2	5.0	10.2	47.8	30.5	10.8	0.4	N
chr7:36191592-36192092	chr7:36151983-36152483	36.5	60.1	24.2	51.3	27.6	80.3	78.8	86.0	85.9	78.2	93.0	85.5	73.6	35.6	24.2	93.0	66.2	23.8	0.4	N
chr7:38350921-38351421	chr7:38311320-38311820	31.0	21.9	20.6	24.9	12.4	11.3	29.1	18.1	33.5	26.3	8.0	27.6	3.3	4.5	3.3	33.5	20.6	9.4	0.5	N
chr7:39649254-39649754	chr7:39609655-39610155	20.0	13.2	20.7	10.2	27.0	32.3	8.2	9.5	4.0	26.8	19.8	7.6	5.5	9.1	4.0	32.3	15.8	9.3	0.6	N
chr7:39873342-39873842	chr7:39833743-39834243	27.3	47.3	47.6	23.4	17.2	38.0	24.4	32.8	31.1	17.3	53.2	39.7	23.0	61.1	17.2	53.2	32.5	11.9	0.4	N
chr7:40174882-40175382	chr7:40135283-40135783	9.1	36.4	30.8	23.1	23.9	26.8	27.3	29.8	24.0	15.2	35.4	36.1	22.2	3.2	9.1	36.4	26.2	8.0	0.3	N
chr7:41745679-41746179	chr7:41706081-41706581	44.3	69.0	66.0	73.5	58.9	74.1	78.7	84.8	71.9	20.9	91.3	87.5	88.9	80.2	20.9	91.3	70.0	19.7	0.3	N
chr7:42267547-42268047	chr7:42227948-42228448	6.3	8.5	12.5	14.5	1.9	24.1	15.9	7.4	10.9	4.8	2.0	7.3	1.7	6.2	1.7	24.1	9.1	6.5	0.7	N
chr7:43288635-43289135	chr7:43249036-43249536	80.1	62.5	21.0	66.8	63.2	70.9	48.2	72.8	72.2	37.6	87.6	89.8	86.3	66.8	21.0	89.8	66.1	20.2	0.3	N
chr7:44104747-44105247	chr7:44065148-44065648	59.0	27.7	26.0	37.3	21.0	19.9	18.4	25.2	9.9	24.9	34.2	28.9	28.1	13.0	9.9	59.0	27.7	11.7	0.4	N
chr7:44163851-44164351	chr7:44124252-44124752	51.4	49.7	37.3	44.0	33.8	52.9	43.2	47.8	35.7	32.5	77.6	77.2	45.6	34.0	32.5	77.6	48.4	14.5	0.3	N
chr7:44349612-44350112	chr7:44310013-44310513	41.7	35.8	34.4	24.7	34.9	19.6	31.3	35.0	30.8	17.1	32.9	27.9	16.1	41.2	16.1	41.7	29.4	7.9	0.3	N
chr7:44835227-44835727	chr7:44795628-44796128	38.3	53.3	49.4	48.5	46.4	46.3	33.8	55.4	52.8	7.4	44.5	43.6	43.8	29.0	7.4	55.4	43.3	12.3	0.3	N
chr7:44885768-44886268	chr7:44846169-44846669	45.5	39.3	6.8	25.1	35.3	40.2	34.9	30.9	50.3	40.6	6.0	33.9	20.8	66.5	6.0	50.3	31.5	13.6	0.4	N
chr7:45127980-45128480	chr7:45088381-45088881	48.5	44.6	36.6	29.4	57.8	40.5	26.9	36.0	27.9	5.0	56.6	64.0	58.2	52.6	5.0	64.0	40.9	16.5	0.4	N
chr7:45613387-45613887	chr7:45573788-45574288	15.5	11.2	5.3	9.1	34.0	13.0	10.6	11.0	15.1	10.8	12.1	15.9	3.8	12.5	3.8	34.0	12.9	7.3	0.6	N
chr7:47576020-47576520	chr7:47536422-47536922	48.3	82.3	60.5	64.1	94.0	77.9	58.9	84.9	85.2	25.2	88.8	90.7	72.0	37.4	25.2	94.0	71.8	19.8	0.3	N
chr7:48129547-48130047	chr7:48089950-48090450	63.4	47.7	69.6	49.5	42.9	16.4	53.3	60.0	53.0	13.5	80.5	62.4	67.4	14.6	13.5	80.5	52.3	19.4	0.4	N
chr7:49815509-49816009	chr7:49775913-49776413	7.0	13.7	16.8	12.4	41.5	19.9	16.4	21.4	12.6	6.9	10.5	13.5	6.6	17.4	6.6	41.5	15.3	9.2	0.6	N
chr7:50342896-50343396	chr7:50303300-50303800	31.2	38.1	40.9	33.0	22.5	31.2	32.8	46.8	24.0	25.9	36.3	74.5	51.4	20.3	22.5	74.5	37.6	13.9	0.4	N
chr7:50467567-50468067	chr7:50399869-50400369	43.8	51.7	44.4	54.9	38.1	34.5	31.9	57.7	24.4	38.6	94.8	91.5	96.6	11.1	24.4	96.6	54.1	24.7	0.5	N
chr7:50518128-50518628	chr7:50450430-50450930	2.9	11.3	28.0	7.4	13.2	7.7	11.8	10.3	8.5	5.8	5.1	8.7	2.6	14.3	2.6	28.0	9.5	6.4	0.7	N
chr7:50861391-50861891	chr7:50793694-50794194	4.7	12.4	4.7	8.4	4.0	17.8	14.4	22.3	11.3	17.0	22.9	27.8	7.4	5.0	4.0	27.8	13.5	7.7	0.6	N
chr7:51384812-51385312	chr7:51317115-51317615	8.4	21.2	10.7	18.9	2.4	29.6	22.8	12.5	9.8	32.0	10.6	16.7	4.6	13.8	2.4	32.0	15.4	9.1	0.6	N
chr7:52341469-52341969	chr7:52273773-52274273	74.6	65.3	61.0	61.1	19.9	47.4	44.8	43.6	36.0	84.8	67.0	70.5	68.1	9.4	19.9	84.8	57.2	17.9	0.3	N
chr7:53286352-53286852	chr7:53218659-53219159	18.6	25.2	46.4	24.3	16.6	20.2	23.8	21.5	17.6	12.4	23.0	43.0	19.0	4.0	12.4	46.4	24.0	9.9	0.4	N
chr7:54956274-54956774	chr7:54888581-54889081	4.4	14.1	8.6	8.2	22.0	3.6	6.5	7.8	5.1	1.6	11.9	18.6	6.5	57.9	1.6	22.0	9.1	6.0	0.7	Y
chr7:55516872-55517372	chr7:55449179-55449679	36.4	46.3	81.5	46.1	23.9	36.7	31.7	26.7	32.3	52.0	51.1	33.5	20.0	18.6	20.0	81.5	39.9	16.1	0.4	N
chr7:56242907-56243407	chr7:56175214-56175714	16.6	7.4	45.8	13.0	7.4	4.0	12.8	9.0	4.4	5.2	23.6	35.1	12.5	1.5	4.0	45.8	15.1	12.7	0.8	N
chr7:56297433-56297933	chr7:56229740-56230240	24.8	25.5	49.3	34.0	15.2	36.1	26.9	26.4	22.6	33.1	38.0	35.3	21.1	64.0	15.2	49.3	29.9	8.9	0.3	Y
chr7:56355509-56356009	chr7:56287816-56288316	12.7	6.7	43.6	14.9	7.9	6.3	7.7	10.5	5.4	4.6	17.9	22.3	8.8	1.3	4.6	43.6	13.0	10.6	0.8	N
chr7:56515586-56516086	chr7:56447893-56448393	30.2	27.3	63.5	59.9	25.1	21.1	28.6	29.6	16.1	28.3	45.9	38.1	32.9	6.1	16.1	63.5	34.4	14.2	0.4	N
chr7:57270848-57271348	chr7:57203141-57203641	43.6	41.1	63.2	62.4	34.9	33.1	46.6	38.4	32.3	40.6	55.2	70.9	53.4	27.3	32.3	70.9	47.4	12.6	0.3	N
chr7:57471817-57472317	chr7:57404113-57404611	29.5	35.1	63.6	53.9	19.0	25.7	35.1	30.5	16.6	34.0	47.9	57.1	40.3	11.3	16.6	63.6	37.6	14.5	0.4	N
chr7:62528467-62528967	chr7:63068089-63068589	42.2	36.2	60.2	56.7	19.2	22.1	35.9	26.1	22.8	29.8	45.4	61.0	40.4	9.2	19.2	61.0	38.3	14.5	0.4	N
chr7:63497613-63498113	chr7:64037235-64037735	22.3	17.9	48.4	30.3	16.7	17.3	22.0	18.2	16.5	16.8	39.3	45.9	28.2	22.0	16.5	48.4	26.1	11.5	0.4	N
chr7:63505978-63506478	chr7:64045600-64046100	7.8	4.3	27.0	14.6	5.9	7.3	13.2	10.3	7.9	3.0	19.5	20.2	6.2	30.8	3.0	27.0	11.3	7.2	0.6	N
chr7:63642540-63643040	chr7:64182162-64182662	35.4	21.4	72.6	47.2	25.8	40.2	43.1	33.7	28.8	40.4	52.3	54.2	40.0	18.4	21.4	72.6	41.2	13.5	0.3	N
chr7:63766751-63767251	chr7:64306373-64306873	30.6	36.0	37.1	26.7	30.6	28.5	35.0	36.9	35.2	9.2	43.7	42.6	39.8	24.3	9.2	43.7	33.2	8.9	0.3	N
chr7:63924401-63924901	chr7:64464023-64464523	46.4	19.6	54.3	29.2	27.6	58.7	38.7	34.4	31.0	54.5	81.9	44.0	31.7	30.9	19.6	81.9	42.5	16.7	0.4	N
chr7:64349425-64349925	chr7:64889047-64889547	4.6	5.8	1.5	2.7	0.7	22.4	43.4	3.1	3.2	19.2	2.6	3.0	0.7	16.3	0.7	43.4	8.7	12.5	1.4	N
chr7:65216733-65217233	chr7:65751746-65752246	22.2	18.8	19.6	17.4	16.7	25.5	24.0	34.3	31.3	12.3	20.8	17.9	32.0	13.3	12.3	34.3	22.5	6.6	0.3	N
chr7:65957971-65958471	chr7:66492984-66493484	6.7	27.2	16.3	12.2	10.7	23.6	12.5	23.0	17.4	10.0	24.4	27.5	40.7	5.9	6.7	40.7	19.4	9.5	0.5	N
chr7:70061335-70061835	chr7:70596349-70596849	18.9	49.0	7.9	33.6	26.3	62.7	33.9	54.9	65.3	32.6	43.1	34.5	23.0	19.9	7.9	65.3	37.3	17.1	0.5	N
chr7:71800258-71800758	chr7:72335273-72335773	24.5	30.5	45.3	36.4	35.3	14.9	43.0	17.9	39.4	28.1	38.4	25.6	10.1	37.7	10.1	45.3	30.0	11.0	0.4	N
chr7:72838384-72838884	chr7:73424054-73424554	19.7	15.3	71.0	10.8	25.8	38.2	10.8	13.5	7.2	3.7	48.4	13.6	17.4	17.2	3.7	71.0	22.7	19.1	0.8	N
chr7:72970528-72971028	chr7:73556198-73556698	55.3	28.9	7.2	34.5	13.7	22.9	19.0	36.7	34.0	32.9	42.8	40.9	58.0	13.6	7.2	58.0	32.8	14.9	0.5	N
chr7:72991935-72992435	chr7:73577605-73578105	25.6	25.9	8.4	24.3	12.5	18.3	35.9	33.0	38.4	36.8	49.7	28.8	22.9	14.8	8.4	49.7	27.7	11.2	0.4	N
chr7:73021487-73021987	chr7:73607157-73607657	27.0	11.2	35.1	15.1	29.4	22.2	14.3	4.5	6.3	5.8	8.2	16.2	9.1	17.3	4.5	35.1	15.7	9.9	0.6	N
chr7:73118501-73119001	chr7:73704171-73704671	73.4	52.7	30.5	39.1	77.6	39.3	34.7	43.4	47.8	42.1	52.3	35.8	32.2	45.7	30.5	77.6	46.2	14.8	0.3	N
chr7:73153565-73154065	chr7:73739235-73739735	12.1	33.0	5.8	21.8	14.9	25.8	26.7	29.2	31.7	12.2	18.8	27.0	22.6	18.9	5.8	33.0	21.7	8.4	0.4	N
chr7:73183380-73183880	chr7:73769050-73769550	64.6	18.0	3.9	21.8	47.5	17.6	39.6	19.1	25.4	26.4	44.7	22.6	17.0	73.1	3.9	64.6	28.3	16.3	0.6	N
chr7:73245435-73245935	chr7:73831105-73831605	78.9	69.2	14.0	64.5	18.0	85.2	68.7	91.2	78.5	78.3	90.1	96.3	94.9	19.5	14.0	96.3	71.4	26.6	0.4	N
chr7:73587253-73587753	chr7:74172923-74173423	37.9	55.9	20.9	50.0	34.3	48.4	66.7	81.2	81.3	49.8	80.3	46.7	62.0	30.0	20.9	81.3	55.0	18.8	0.3	N
chr7:73720747-73721247	chr7:74306417-74306917	59.8	21.7	74.3	47.5	56.5	51.7	13.6	12.6	29.2	4.5	10.4	17.8	4.7	47.7	4.5	74.3	31.1	23.8	0.8	N
chr7:74069952-74070452	chr7:74655625-74656125	59.4	35.8	35.4	57.7	74.6	64.2	31.4	45.3	54.2	59.0	30.6	23.6	40.0	67.5	23.6	74.6	47.0	15.5	0.3	N
chr7:75543466-75543966	chr7:75914148-75914648	15.7	45.5	33.6	31.2	26.8	32.1	36.0	55.7	42.6	31.2	46.9	46.3	46.2	33.9	15.7	55.7	37.7	10.7	0.3	N
chr7:75779629-75780129	chr7:76150311-76150811	50.5	34.4	89.0	76.8	53.3	66.1	59.2	60.0	57.1	47.0	49.0	34.4	37.0	86.8	34.4	89.0	54.9	16.1	0.3	N
chr7:76026370-76026870	chr7:76397053-76397553	24.5	30.2	8.9	24.7	20.4	34.6	27.4	34.1	33.2	30.4	33.7	55.7	29.1	12.6	8.9	55.7	29.8	10.5	0.4	N
chr7:76145397-76145897	chr7:76516080-76516580	17.9	18.6	13.7	11.0	9.1	10.0	31.3	33.3	12.7	2.8	20.5	36.9	20.9	11.4	2.8	36.9	18.4	10.2	0.6	N
chr7:77045841-77046341	chr7:77416524-77417024	10.3	25.9	14.7	21.4	7.5	17.3	15.5	29.1	17.5	8.5	26.0	21.2	21.0	16.7	7.5	29.1	18.1	6.8	0.4	N
chr7:77669671-77670171	chr7:78040354-78040854	51.2	51.2	63.9	37.6	70.9	51.8	57.9	33.3	46.4	72.1	34.8	25.4	50.8	17.8	25.4	72.1	49.8	14.4	0.3	N
chr7:80548807-80549307	chr7:80919491-80919991	43.5	30.6	10.8	37.4	52.6	52.0	61.9	46.5	52.7	54.8	48.7	39.7	24.3	10.3	10.8	61.9	42.7	14.1	0.3	N
chr7:82073522-82074022	chr7:82444206-82444706	18.9	19.8	6.1	18.9	12.7	12.5	12.1	27.2	11.3	11.2	41.3	41.1	30.2	19.3	6.1	41.3	20.3	11.5	0.6	N
chr7:86850412-86850912	chr7:87221096-87221596	28.2	26.6	10.0	26.3	7.2	31.9	22.6	33.6	29.3	21.2	35.7	40.3	31.1	9.2	7.2	40.3	26.4	9.5	0.4	N
chr7:87105224-87105724	chr7:87475908-87476408	27.2	41.2	51.0	43.0	29.1	34.1	39.5	42.4	20.6	33.9	51.7	30.4	55.8	44.3	20.6	55.8	38.5	10.5	0.3	N
chr7:90895068-90895568	chr7:91265753-91266253	30.4	26.5	30.9	24.7	29.5	21.7	20.9	45.5	25.6	20.5	52.1	39.2	35.3	51.2	20.5	52.1	31.0	9.7	0.3	N
chr7:91808832-91809332	chr7:92179518-92180018	52.0	34.0	69.9	35.8	38.4	26.5	38.0	38.8	30.2	10.0	53.9	48.6	25.7	60.7	10.0	69.9	38.6	15.1	0.4	N
chr7:92672790-92673290	chr7:93043476-93043976	48.6	40.0	71.8	45.3	39.0	35.9	23.0	40.8	38.3	24.4	75.7	31.9	34.7	40.1	23.0	75.7	42.3	15.7	0.4	N
chr7:94953770-94954270	chr7:95324458-95324958	38.2	56.3	24.4	23.5	19.4	49.4	31.5	52.9	27.1	59.2	73.8	56.4	58.0	33.1	19.4	73.8	43.9	17.4	0.4	N
chr7:95025560-95026060	chr7:95396248-95396748	3.7	6.6	4.8	4.6	1.5	29.2	7.4	3.9	3.3	29.3	4.9	4.3	4.0	2.6	1.5	29.3	8.3	9.4	1.1	N
chr7:96636884-96637384	chr7:97007572-97008072	60.0	34.7	27.7	23.6	55.9	65.4	64.9	35.8	29.5	60.7	31.8	30.9	24.2	47.3	23.6	65.4	41.9	16.5	0.4	N
chr7:96651287-96651787	chr7:97021975-97022475	23.1	19.7	17.1	12.1	9.9	32.6	40.2	18.3	14.9	11.6	11.0	20.3	8.1	14.3	8.1	40.2	18.4	9.3	0.5	N
chr7:97912960-97913460	chr7:98283648-98284148	72.8	35.9	80.2	62.3	41.6	70.9	73.3	45.4	46.6	77.3	92.2	79.4	21.8	61.6	21.8	92.2	61.5	21.1	0.3	N
chr7:98030598-98031098	chr7:98401286-98401786	23.7	18.4	31.4	13.2	13.2	22.1	19.9	23.5	26.2	12.6	12.2	7.3	5.1	10.3	5.1	31.4	17.6	7.7	0.4	N
chr7:98248806-98249306	chr7:98619494-98619994	10.1	11.8	8.8	19.4	3.7	27.7	16.5	13.9	20.1	25.2	29.0	18.0	20.9	27.2	3.7	29.0	17.3	7.5	0.4	N
chr7:98468024-98468524	chr7:98870401-98870901	31.4	17.9	20.3	13.7	25.6	23.2	16.4	17.7	20.0	13.6	12.3	12.1	10.9	18.0	10.9	31.4	18.1	6.0	0.3	N
chr7:98971650-98972150	chr7:99374027-99374527	10.9	8.2	4.9	6.1	10.0	14.1	10.5	6.9	16.6	34.1	6.3	4.6	3.0	3.0	3.0	34.1	10.5	8.1	0.8	N
chr7:98990658-98991158	chr7:99393035-99393535	24.0	7.3	1.9	7.4	1.2	4.3	3.4	14.3	2.5	5.3	33.1	12.2	12.0	12.4	1.2	33.1	9.9	9.4	1.0	N
chr7:99156872-99157372	chr7:99559249-99559749	15.7	18.8	10.7	18.9	8.7	18.7	14.9	34.7	22.3	16.2	23.2	21.3	21.1	4.2	8.7	34.7	18.9	6.4	0.3	N
chr7:99678269-99678769	chr7:100080646-100081146	16.7	18.9	11.0	25.4	20.4	24.6	26.9	31.1	22.3	12.0	45.1	41.4	32.3	7.3	11.0	45.1	25.2	10.3	0.4	N
chr7:99723483-99723983	chr7:100125860-100126360	58.3	67.7	18.3	53.3	57.0	61.6	56.3	77.6	77.3	56.6	45.8	70.3	81.5	18.4	18.3	81.5	60.1	16.5	0.3	N
chr7:99745754-99746254	chr7:100148131-100148631	26.0	14.0	9.6	12.6	8.3	9.9	11.9	17.3	17.0	2.9	9.1	5.4	10.5	32.0	2.9	26.0	11.9	5.9	0.5	Y
chr7:99775234-99775734	chr7:100177611-100178111	32.9	15.4	39.6	11.5	9.5	17.2	18.7	18.9	10.6	11.2	18.8	17.6	14.8	3.1	9.5	39.6	18.2	8.8	0.5	N
chr7:100224271-100224771	chr7:100626648-100627148	17.3	2.8	6.9	5.7	34.4	8.6	5.3	5.7	7.4	5.6	1.9	3.5	4.8	4.6	1.9	34.4	8.5	8.7	1.0	N
chr7:100231150-100231650	chr7:100633527-100634027	52.7	8.6	10.2	4.3	47.2	15.7	5.9	5.6	7.1	6.9	7.1	5.9	4.0	2.0	4.0	52.7	13.9	16.3	1.2	N
chr7:100463259-100463759	chr7:100865637-100866137	66.2	39.5	43.9	63.4	71.1	63.4	33.2	36.1	79.6	33.2	68.2	56.5	6.6	44.3	6.6	79.6	50.8	20.6	0.4	N
chr7:100471876-100472376	chr7:100874254-100874754	53.8	52.7	50.0	46.1	35.1	39.9	35.9	32.1	32.5	28.3	57.6	84.7	77.0	44.4	28.3	84.7	48.1	17.3	0.4	N
chr7:100488426-100488926	chr7:100890805-100891305	34.0	14.5	51.8	11.3	35.4	27.5	7.5	6.8	15.8	23.3	4.5	1.9	1.8	10.0	1.8	51.8	18.2	15.3	0.8	N
chr7:100887070-100887570	chr7:101243789-101244289	20.4	30.9	22.6	31.1	30.3	19.9	32.6	18.5	23.1	20.6	40.5	37.1	25.2	26.7	18.5	40.5	27.2	7.1	0.3	N
chr7:100965291-100965791	chr7:101322010-101322510	8.3	22.7	7.4	9.3	1.9	8.9	10.5	12.4	8.0	5.6	34.3	25.6	26.4	11.6	1.9	34.3	13.9	9.9	0.7	N
chr7:101460883-101461383	chr7:101817603-101818103	2.8	16.9	19.1	14.2	9.5	28.3	17.8	9.8	12.4	17.9	26.9	6.8	1.3	4.9	1.3	28.3	14.1	8.2	0.6	N
chr7:102072106-102072606	chr7:102431659-102432159	59.7	39.0	7.8	33.9	57.5	36.6	33.3	41.7	55.2	28.4	5.2	16.9	14.0	57.3	5.2	59.7	33.0	18.2	0.6	N
chr7:102716107-102716607	chr7:103075660-103076160	2.6	8.2	2.5	4.8	1.4	8.9	4.3	7.6	8.5	0.3	11.2	23.0	7.1	5.8	0.3	23.0	7.0	5.8	0.8	N
chr7:102789896-102790396	chr7:103149449-103149949	16.5	27.6	7.9	23.0	27.9	34.0	27.1	31.8	30.3	5.5	23.3	24.4	34.1	9.2	5.5	34.1	24.1	9.1	0.4	N
chr7:103085711-103086211	chr7:103445264-103445764	23.8	5.3	2.4	4.5	19.2	38.0	10.4	9.6	6.7	36.4	11.5	5.7	8.2	16.8	2.4	38.0	14.0	11.9	0.9	N
chr7:103968284-103968784	chr7:104327836-104328336	11.1	14.5	6.7	9.8	7.6	11.1	11.8	10.8	9.1	15.5	12.8	29.0	10.1	11.7	6.7	29.0	12.3	5.6	0.5	N
